 	Area	Perim.
1652	5	10.485
1653	5	11.314
1654	9	16.728
1655	4	9.071
1656	192	145.622
1657	4	5.657
1658	6	11.899
1659	4	7.071
1660	5	11.314
1661	16	36.527
1662	4	7.657
1663	4	9.071
1664	161	156.693
1665	4	9.657
1666	4	9.071
1667	6	9.899
1668	4	7.657
1669	258	271.546
1670	5	13.314
1671	11	20.142
1672	5	11.899
1673	6	13.314
1674	5	11.314
1675	4	8.243
1676	4	9.071
1677	5	13.314
1678	16	26.971
1679	7	16.142
1680	726	399.754
1681	10	17.899
1682	4	5.657
1683	571	369.085
1684	12	21.556
1685	10	22.385
1686	6	11.657
1687	263	241.505
1688	7	13.071
1689	13	20.142
1690	220	170.836
1691	7	16.728
1692	8	13.899
1693	13	22.385
1694	17	26.870
1695	4	8.485
1696	5	11.899
1697	4	9.071
1698	4	8.828
1699	9	19.799
1700	55	86.125
1701	5	7.657
1702	134	126.652
1703	4	8.485
1704	48	73.640
1705	4	8.485
1706	4	8.485
1707	24	41.113
1708	52	70.569
1709	4	7.657
1710	6	14.142
1711	5	9.657
1712	1517	548.607
1713	31	43.598
1714	28	51.012
1715	28	36.284
1716	125	142.551
1717	7	11.899
1718	12	20.385
1719	8	18.971
1720	4	9.071
1721	4	7.657
1722	7	18.971
1723	4	9.899
1724	10	16.971
1725	7	11.314
1726	4	9.899
1727	19	30.627
1728	6	14.142
1729	69	86.225
1730	4	9.899
1731	36	36.527
1732	7	13.314
1733	8	14.728
1734	4	7.071
1735	30	53.497
1736	4	11.314
1737	22	25.799
1738	4	8.485
1739	4	10.485
1740	4	10.485
1741	74	104.610
1742	10	15.314
1743	5	11.899
1744	9	24.627
1745	4	8.485
1746	4	10.485
1747	5	10.485
1748	4	9.657
1749	12	21.799
1750	7	10.485
1751	4	8.485
1752	9	21.213
1753	11	25.213
1754	4	7.657
1755	18	27.799
1756	6	14.142
1757	7	12.728
1758	4	9.899
1759	7	10.485
1760	7	10.485
1761	5	12.728
1762	7	14.728
1763	4	9.071
1764	5	11.657
1765	4	9.071
1766	4	7.071
1767	4	8.485
1768	21	30.870
1769	8	17.556
1770	5	11.314
1771	10	16.142
1772	4	5.657
1773	4	8.828
1774	6	11.314
1775	4	9.899
1776	13	21.556
1777	19	40.284
1778	22	43.113
1779	6	10.485
1780	649	295.789
1781	14	22.971
1782	4	10.485
1783	4	7.657
1784	5	9.899
1785	7	16.142
1786	5	12.728
1787	5	9.899
1788	4	8.485
1789	25	53.841
1790	4	10.485
1791	5	14.142
1792	276	225.362
1793	6	8.485
1794	15	29.456
1795	4	10.485
1796	4	7.657
1797	5	12.485
1798	5	11.899
1799	7	13.899
1800	7	17.556
1801	4	8.485
1802	5	11.314
1803	34	36.870
1804	33	49.012
1805	12	18.142
1806	58	77.983
1807	4	7.657
1808	7	14.728
1809	4	11.314
1810	11	21.556
1811	265	125.095
1812	110	112.853
1813	5	10.485
1814	13	28.627
1815	6	13.314
1816	107	123.823
1817	4	9.899
1818	16	18.142
1819	236	156.995
1820	4	9.657
1821	5	10.485
1822	36	71.740
1823	4	8.485
1824	4	7.657
1825	10	21.799
1826	6	14.728
1827	4	9.657
1828	6	12.728
1829	34	48.184
1830	4	8.485
1831	5	10.485
1832	4	8.485
1833	5	14.142
1834	5	8.485
1835	4	11.314

