
Os valores de area e perimetro (em pixels) sao(foram ORDENADOS):


        AREA(pixel2)    PERIMETRO(pixel)
                  92              100.61
                  93              104.51
                 104              104.61
                 105             105.196
                 107             107.095
                 109             108.267
                 110             109.539
                 110             110.752
                 112             112.853
                 117             115.338
                 120             116.995
                 125             117.095
                 126             118.066
                 131             122.752
                 134             123.823
                 135             124.066
                 136             125.095
                 139             126.409
                 149             126.652
                 156             131.823
                 161             133.924
                 162             134.894
                 163              139.48
                 166             141.137
                 168             142.551
                 172             142.894
                 175             142.894
                 182             145.622
                 192             145.966
                 199             146.267
                 200             148.451
                 208             151.723
                 211             151.865
                 214             156.693
                 220             156.995
                 222             159.037
                 226             159.522
                 228             162.208
                 236              170.35
                 244             170.836
                 248             171.865
                 249             173.179
                 253             177.421
                 258             183.321
                 263             185.765
                 265             197.664
                 275             199.078
                 276             203.563
                 313             213.948
                 321             215.605
                 333             221.605
                 338             225.362
                 346             229.948
                 365             236.919
                 376             238.434
                 380             241.505
                 383             242.676
                 416             246.919
                 454             251.889
                 471             252.333
                 507             271.546
                 528             271.546
                 567             274.132
                 571             279.546
                 600              286.96
                 606             288.174
                 610             295.789
                 639             299.103
                 649             306.174
                 655             314.517
                 701             319.387
                 726             328.558
                 799             334.316
                 823             338.215
                 838             369.085
                 853             370.742
                 868             382.642
                 887             393.955
                 968             395.914
                 975             399.754
                1001             403.512
                1045             410.441
                1069             414.926
                1119             423.654
                1144             435.311
                1167             454.039
                1178             456.767
                1211             512.808
                1274             521.737
                1289             548.607
                1517             557.235
                1536             565.436
                1551             603.318
                1653             612.247
                1668             615.561
                1716             622.146
                1736             654.673
                1743             668.632
                1920             687.886
                2234             688.087
                2237             700.857
                2374              712.23
                2453             846.479
                2467             859.509
                2562             860.095
                2611             886.663
                2845             888.036
                2868             903.349
                2998              906.32
                3321             1002.54
                3327             1011.76
                3405             1025.96
                3483             1039.52
                3513             1044.93
                3639             1168.41
                3923             1170.65
                4605             1202.67
                4774             1225.97
                5318             1236.51
                6061             1416.54
                6238             1484.38
                6264             1538.85
                6450             1896.92
                9657             2029.01
               10675             2034.65
               10879             2763.02
               11203             2865.39
               17720             4040.47
               33066             4084.55

A conversao utilizada segue a tabela seguinte: 

           AMPLIACAO               FATOR
                1.25               7.937
                 2.5               4.082
                   5               2.049
                  10               1.027
                  20              0.5107
                  40              0.2548

Os valores de area e perimetro (em micrometros) sao:


           AREA(um2)       PERIMETRO(um)
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             5.80974
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.26192
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             7.86374
             4.21892             8.46556
             4.21892             8.46556
             4.21892             8.46556
             4.21892             8.46556
             4.21892             8.46556
             4.21892             8.46556
             4.21892             8.46556
             4.21892             8.46556
             4.21892             8.46556
             4.21892             8.46556
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             8.71409
             4.21892             9.06636
             4.21892             9.06636
             4.21892             9.06636
             4.21892             9.06636
             4.21892             9.06636
             4.21892             9.06636
             4.21892             9.06636
             4.21892             9.06636
             4.21892             9.06636
             4.21892             9.06636
             4.21892             9.06636
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.31592
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             9.91774
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.1663
             4.21892             10.5196
             4.21892             10.5196
             4.21892             10.5196
             4.21892             10.7681
             4.21892             10.7681
             4.21892             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             10.7681
             5.27364             11.1204
             5.27364             11.3699
             5.27364             11.3699
             5.27364             11.3699
             5.27364             11.3699
             5.27364             11.3699
             5.27364             11.3699
             5.27364             11.3699
             5.27364             11.3699
             5.27364             11.3699
             5.27364             11.3699
             5.27364             11.3699
             5.27364             11.3699
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.6195
             5.27364             11.9717
             5.27364             11.9717
             5.27364             11.9717
             5.27364             11.9717
             5.27364             11.9717
             5.27364             11.9717
             6.32837             11.9717
             6.32837             11.9717
             6.32837             11.9717
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.2203
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             12.8221
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.0717
             6.32837             13.4239
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
             6.32837             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             13.6735
              7.3831             14.0257
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.2743
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.5238
              7.3831             14.8761
              7.3831             14.8761
              7.3831             14.8761
              7.3831             14.8761
              7.3831             14.8761
              7.3831             14.8761
              7.3831             14.8761
              7.3831             14.8761
              7.3831             14.8761
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
              7.3831             15.1257
             8.43783             15.1257
             8.43783             15.1257
             8.43783             15.1257
             8.43783             15.1257
             8.43783             15.1257
             8.43783             15.1257
             8.43783             15.1257
             8.43783             15.1257
             8.43783             15.1257
             8.43783             15.1257
             8.43783             15.1257
             8.43783             15.1257
             8.43783             15.4779
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783             15.7275
             8.43783              15.976
             8.43783              15.976
             8.43783              15.976
             8.43783              15.976
             8.43783              15.976
             8.43783              15.976
             8.43783              15.976
             8.43783              15.976
             8.43783              15.976
